No.;PN Title;Content;Sector;Customer;Focus;Services;Technology;Application;Tools;Published;Presentation;Author;Name;Project;Modified By;Modified;Item Type;Path
569;Zustandsbasierte Wartung von Rollmaterial ist mîglich;Ein Bahnunternehmen wartet seine ZÅge in festen Intervallen mit Sicherheitsreserven. ZÅhlke analysiert systematisch, welches Sparpotenzial in einer zustandsbasierten Instandhaltung liegt und wie die Bahn diese umsetzen kann. ;Transportation & Logistics;SBB;Management Consulting;"Consulting;#__ Business Process Management";;"Innovation Management;#Information Management";Systems Engineering;18.01.2010;;mud;pn_569_d_instandhaltung-bahn_studie_zrh.pdf;P2254;Martin, Elisabeth;17.06.2010 14:56;Item;services/bd/pn/Project Notes published
567;Zufriedene Zugpassagiere dank aktueller Informationen;Zugpassagiere erhalten auf Anzeigen und per Lautsprecher Informationen auf Basis eines Infotainmentsystems im Zug. ZÅhlke realisiert eine komfortable und effiziente Lîsung zur Aufbereitung der Daten.;Transportation & Logistics;RhB;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";Java EE;Rich Internet Applications;"Eclipse;#Hibernate;#HTML;#J2SE;#Oracle;#SOAP;#UML;#Facelets; JAXB; JAX-WS; Ivy";13.11.2009;;"sds; mbo";pn_567_d_bahn-informationssystem_zrh.pdf;C12282;Martin, Elisabeth;27.10.2010 08:36;Item;services/bd/pn/Project Notes published
566;Effiziente Planung fÅr den Strommarkt mit Silverlight;Eine Branchenlîsung fÅr Energieversorgungsunternehmen soll Åber das Web zugÑnglich gemacht werden. ZÅhlke bietet dem Kunden kompetente Technologieberatung und ebnet damit den Weg fÅr den Erfolg des Produktes.;Energy & Water;Encontrol;Software Solutions;"Consulting;#_ Technology Consulting";;Rich Internet Applications;"C#;#MS .NET Framework;#Silverlight";17.11.2009;;moc;pn_566_d_software_strommarkt_zrh.pdf;C10361;Martin, Elisabeth;17.06.2010 14:57;Item;services/bd/pn/Project Notes published
565;QualitÑt ins Produkt entwickeln  - dank Reliability Engineering;Die ZuverlÑssigkeit seiner Produkte ist fÅr einen Hersteller in der Medizintechnik zentral. FÅr eine neue GerÑtegeneration erarbeitet ZÅhlke eine methodische Testplanung als Benchmark fÅr das bestehende Vorgehen.;Medical & Laboratory Devices;neutral;Product Innovation;"Consulting;#_ Methodology;#__ Testing;#__ Quality assurance";;;;13.11.2009;;edt;pn_565_d_reliability-engineering_zrh.pdf;C11863;Martin, Elisabeth;17.06.2010 14:58;Item;services/bd/pn/Project Notes published
564;Sourcing-Strategie fÅr die Anwendungsentwicklung;Fokussierung auf Kernaufgaben und Steigerung der WachstumsfÑhigkeit durch flexible Strukturen: ZÅhlke Management Consultants begleiten eine Versicherung auf dem Weg zu einer ma·geschneiderten Sourcing-Strategie.;Insurance;Basler Versicherungen;Management Consulting;"Consulting;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture";;Information Management;;02.11.2009;;sts;pn_564_d_sourcing-anwendungsentwicklung_zrh.pdf;c10712;Martin, Elisabeth;25.01.2011 11:59;Item;services/bd/pn/Project Notes published
563;Iterative Alternative ? Gro·bank entwickelt mit RUP;Eine fÅhrende Schweizer Bank etabliert den Rational Unified Process (RUP) als alternatives Vorgehensmodell zum vorhandenen Wasserfallprozess in der Softwareentwicklung. ZÅhlke unterstÅtzt bei Definition, Coaching und Rollout.;Banking & Financial Services;CS;Software Solutions;"Consulting;#__ Organisation development;#_ Methodology;#__ Software Development Process;#Integration;#_ Change Management";RUP;;"RUP;#Rational Method Composer (RMC)";12.11.2010;;rgr;pn_563_d_adaption-rup_zrh.pdf;;Martin, Elisabeth;12.11.2010 09:06;Item;services/bd/pn/Project Notes published
563;;;;;;;;;;;;;pn_563_e_adaption-rup_zrh_no_logo.pdf;;Martin, Elisabeth;12.07.2011 16:03;Item;services/bd/pn/Project Notes published
562;Softwarewartung - einfach mit bewÑhrtem Partner;Durch stetige Verbesserungen sind medizintechnische GerÑte im Markt lange erfolgreich. ZÅhlke Spezialisten nutzen ihr Know-how aus der Entwicklung und setzen Wartungsarbeiten und Erweiterungen schnell und unkompliziert um.;Medical & Laboratory Devices;Varian;Software Solutions;"Consulting;#_ Methodology;#__ Software Development Process;#Development;#__ Development support";Real-Time and Embedded Software;"Embedded Systems;#Machine Control Systems";"C++;#Eclipse;#RUP;#VxWorks; Rational Rose";13.11.2009;;che;pn_562_d_softwarewartung_zrh.pdf;C11970;Martin, Elisabeth;17.06.2010 14:59;Item;services/bd/pn/Project Notes published
561;Moderne Web-Anwendung mit Ruby on Rails;Eine integrierte Lîsung ersetzt zwei firmeninterne Anwendungen. ZÅhlke setzt Ruby on Rails ein und realisiert damit innerhalb kurzer Zeit und mit niedrigem Aufwand eine umfangreiche Web-Applikation.;Machinery & Plants;Liebherr;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";Agile Methods;Rich Internet Applications;"Java Script;#MS SQL;#Windows;#Ruby on Rails";25.02.2010;;mfu;pn_561_d_web-anwendung_ruby_zrh.pdf;c12168;Martin, Elisabeth;17.06.2010 15:00;Item;services/bd/pn/Project Notes published
560;Funktionsstarkes Telematikmodul fÅr Baumaschinen;Baumaschinen sollen ein Telematikmodul mit neuen Funktionen erhalten. Der Auftraggeber stellt hohe Anforderungen an FunktionalitÑt, FlexibilitÑt und Robustheit. ZÅhlke konzipiert, entwickelt und testet die Lîsung.;Machinery & Plants;Liebherr;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions;#_ Product innovation;#__ Product development";Real-Time and Embedded Software;Embedded Systems;"C++;#Linux;#XML;#SCONS; LINT; KDevelop";21.02.2011;;dml, rth, jsi;pn_560_d_telematikmodul_baumaschinen_zrh.pdf;C 10436;Martin, Elisabeth;21.02.2011 10:32;Item;services/bd/pn/Project Notes published
556;Applikationsspezifische cRIO-Module steuern Maschinen;Die nÑchste Generation von Lasergravurmaschinen erhÑlt eine neue Steuerung auf Basis von Standard-Hardware. ZÅhlke realisiert die applikationsspezifische Interface-Elektronik und die Integration in die National Instruments-Umgebung.;Machinery & Plants;Daetwyler;Product Innovation;"Development;#_ Product innovation;#__ Test Engineering";LabVIEW;Machine Control Systems;LabVIEW;31.08.2009;;ruw;pn_556_d_crio-maschinensteuerung_zrh.pdf;c12290;Martin, Elisabeth;17.06.2010 15:00;Item;services/bd/pn/Project Notes published
555;Blutzuckerregelung bei Intensivpatienten mit Windows CE;Auf Basis eines etablierten Infusionspumpensystems entwickelt ein fÅhrender Hersteller ein neuartiges System zur Blutzuckerregelung bei Intensivpatienten. ZÅhlke unterstÅtzt den Kunden bei der Softwarearchitektur und der Realisierung.;Medical & Laboratory Devices;B. Braun;Software Solutions;"Consulting;#_ Methodology;#__ Software-Testing";Real-Time and Embedded Software;Embedded Systems;"Windows CE; Visual Studio";17.11.2009;;mwu;pn_555_d_infusionspumpe-windows-ce_zrh.pdf;;Martin, Elisabeth;17.06.2010 15:02;Item;services/bd/pn/Project Notes published
554;Neue Software verbessert Infusionspumpensystem;Ein Infusionspumpensystem soll neue Funktionen zur Blutzuckerregelung bei Intensivpatienten erhalten. ZÅhlke unterstÅtzt den Hersteller bei der Softwarearchitektur und der Realisierung der neuartigen Therapie.;Medical & Laboratory Devices;B. Braun;Software Solutions;"Development;#_ Software solutions;#__ Development support";Real-Time and Embedded Software;Embedded Systems;"C++;#Patterns;#Perl;#UML;#Rhapsody";02.11.2009;;mwu;pn_554_d_infusionspumpe-software_zrh.pdf;;Martin, Elisabeth;17.06.2010 15:02;Item;services/bd/pn/Project Notes published
553;Infusionssystem fÅr Blutzuckerregelung schneller getestet;Ein Hersteller von Medizintechnik entwickelt eine neuartige Therapie zur Blutzuckerregelung bei Intensivpatienten auf Basis seines Infusionspumpensystems. ZÅhlke Åbernimmt das Testmanagement fÅr den Kunden.;Medical & Laboratory Devices;B. Braun;Software Solutions;"Consulting;#_ Methodology;#__ Software-Testing";Real-Time and Embedded Software;Embedded Systems;"C++;#Perl;#Rhapsody;#UML";02.11.2009;;mwu;pn_553_d_infusionspumpe-testoptimierung_zrh.pdf;;Martin, Elisabeth;17.06.2010 15:02;Item;services/bd/pn/Project Notes published
552;Coaching zur Kostenreduktion bei einem Dosiersystem;Ein Anbieter von Laborautomaten will die Herstellkosten fÅr seine Produkte signifikant verringern. ZÅhlke fÅhrt das Kernteam des Kunden in einem systematischen Prozess vom bestehenden zum kostenreduzierten System.;Medical & Laboratory Devices;Hamilton;Product Innovation;"Development;#_ Product innovation;#__ Production cost reduction";;;;28.09.2009;;mst;pn_552_d_dosiersystem-hk-senkung_zrh.pdf;C10742;Martin, Elisabeth;17.06.2010 15:03;Item;services/bd/pn/Project Notes published
551;High-Speed-Elektronik fÅr die Bahntechnik;FÅr einen Hersteller von Kommunikationstechnik fÅr Schienenfahrzeuge entwickelt ZÅhlke eine spezielle PCI-Express-Karte. Der Kunde erhÑlt VHDL-Design, Elektronik und Software-Treiber aus einer Hand.;Measuring, Steering & Control;Duagon;Product Innovation;"Development;#_ Product innovation;#__ Product development";Microprocessors/FPGA;"Embedded Systems;#Bahntechnik";"Alterra FPGA; Altium Designer; PCI-Express";23.09.2009;;den;pn_551_d_pci-express_zrh.pdf;C11757;Martin, Elisabeth;17.06.2010 15:04;Item;services/bd/pn/Project Notes published
550;Chassis fÅr Laborautomat mit Simulation entwickelt;ZÅhlke unterstÅtzt den Kunden bei der Entwicklung eines Chassiskonzeptes fÅr neue Laborautomaten. Mithilfe von Simulation gelingt es, die Steifigkeit des Chassis zu erhîhen und gleichzeitig das Gewicht zu reduzieren.;Medical & Laboratory Devices;Tecan;Product Innovation;"Development;#_ Product innovation;#__ Simulation & Calculation";Digital Engineering;;"ANSYS;#Pro/E; PEP";28.08.2009;;res;pn_550_d_laborautomat-simulation_zrh.pdf;12044;Martin, Elisabeth;17.06.2010 15:04;Item;services/bd/pn/Project Notes published
549;Neuartiges Sensorprinzip mit Simulation entwickelt;ZÅhlke entwickelt ein Dynamometer zur Messung von Hand- und FingerkrÑften fÅr den Einsatz in starken MRI-Magnetfeldern. Mittels FEM-Simulation erreicht bereits der erste Prototyp das geforderte Sensorverhalten. ;Medical & Laboratory Devices;"ETH; Uni ZÅrich";Product Innovation;"Development;#_ Product innovation;#__ Simulation & Calculation";"Digital Engineering;#Plastics Technology;#Optics";;ANSYS;27.08.2009;;osm;pn_549_d_simulation-dynamometer_zrh.pdf;p1745;Martin, Elisabeth;17.06.2010 15:04;Item;services/bd/pn/Project Notes published
548;Pick-and-place Toolhalter mit Simulation schnell entwickelt;"ZÅhlke entwickelt einen miniaturisierten Vakuum Toolhalter fÅr das Greifen und Platzieren von Kleinstkomponenten im ?Die Bonder""-Umfeld. Entscheidend fÅr die einwandfreie Funktion ist ein kontrolliertes Einfedern der Toolspitze.";Measuring, Steering & Control;Datacon;Product Innovation;"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes;#__ Simulation & Calculation";;;"ANSYS;#Solid Works";14.08.2009;;osm;pn_548_d_simulation-toolhalter_zrh.pdf;P1842;Martin, Elisabeth;17.06.2010 15:07;Item;services/bd/pn/Project Notes published
547;Agile Softwareentwicklung im Gro·konzern;Innerhalb des traditionellen Product-Lifecycle-Prozesses von Schneider Electric entwickelt ZÅhlke in einem engen Zeitrahmen mit agilen Praktiken und angelehnt an Scrum ein neues grafisches User Interface.;Measuring, Steering & Control;Schneider Electric;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Project management";".NET;#Agile Methods";Machine Control Systems;"C#;#MS .NET Framework;#MS Excel;#RUP;#Scrum;#Team Foundation Server";04.11.2009;;est;pn_547_d_user-interface-agil_zrh.pdf;c11419;Martin, Elisabeth;17.06.2010 15:07;Item;services/bd/pn/Project Notes published
546;Stîrungsmanagement im Griff dank Usability Engineering;Die Auswirkungen einer Stîrung im Schienenverkehr sollen minimiert werden. Die Kombination von Usability Methoden und Requirements Engineering hilft dem Informatik-Projektteam, dieses Ziel zu erreichen. ;Transportation & Logistics;SBB;Software Solutions;"Consulting;#_ Methodology;#__ Usability;#Development;#_ Software solutions;#__ Development support";"Agile Methods;#Java EE";Information Systems;Eclipse;02.10.2009;;mdf;pn_546_d_usability-stoerungsmanagement_zrh.pdf;c10496;Martin, Elisabeth;17.06.2010 15:08;Item;services/bd/pn/Project Notes published
545;Die Umwelt verstehen und interaktiv im Internet sehen;Warum ist es im Winter im Tal kÑlter als auf dem Berg? Beeinflusst dies den Smog? Mit einer Rich Internet Application (RIA) kann jedermann den Zusammenhang zwischen Wetter und Feinstaub im Urner Reusstal beobachten.;Public Sector;inNet;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";.NET;Rich Internet Applications;"C#;#Silverlight;#Visual Studio .NET";19.08.2009;;klu;pn_545_d_umweltdaten-reusstal_zrh.pdf;;Martin, Elisabeth;17.06.2010 15:09;Item;services/bd/pn/Project Notes published
544;Internet Datensafe - agil und innovativ;DSwiss AG lanciert mit DataInherit den weltweit ersten Internet-Datensafe mit der einzigartigen Zusatzfunktion der Datenvererbung. ZÅhlke erarbeitet das Usability Konzept und entwickelt die Lîsung in bester QualitÑt.;SW Products & Services;DSwiss;Software Solutions;"Consulting;#_ Methodology;#__ Usability;#__ Software Development Process;#Development;#_ Software solutions;#__ Bespoke Solutions";"Agile Methods;#Java EE";"Information Systems;#Rich Internet Applications";"Adobe Flex;#Ant;#Eclipse;#Hibernate;#Java EE;#Patterns;#Scrum;#Subversion;#BlazeDS; iText; Quartz; Tamcat; Postgres; Ant; Subversion";17.07.2009;;cha;pn_544_d_datensafe_zrh.pdf;c11344;Martin, Elisabeth;12.05.2011 11:55;Item;services/bd/pn/Project Notes published
544;;;;;;;;;;;;;pn_544_d_datensafe_zrh_no_logo.pdf;;Martin, Elisabeth;12.07.2011 16:03;Item;services/bd/pn/Project Notes published
543;Realisierung einer Online-Hotel-Buchungsplattform;ZÅhlke realisiert fÅr Kuoni Connect die neue Hotel-Buchungsplattform, die neben dem eigenen auch externe Angebote verfÅgbar macht. Die Lîsung erîffnet einen zusÑtzlichen, strategisch wichtigen Verkaufskanal Åber das Internet.;Others;Kuoni;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions;#Integration";"Agile Methods;#Java EE;#Web Services";Rich Internet Applications;"Hibernate;#Java EE;#JMS;#Mantis;#UML;#XML;#JSF";06.07.2009;;"aap;csh;der;eig;rbe;wro";pn_543_d_hotelbuchungsplattform_zrh.pdf;;Martin, Elisabeth;17.06.2010 15:10;Item;services/bd/pn/Project Notes published
541;SAP-Integration: Mit Modell einfach vernetzt;Die Softwarelîsung fÅr ein Bahnunternehmen bezieht Daten aus mehreren externen Systemen. ZÅhlke entwickelt mit einem modellgetriebenen Vorgehen schnell und mit geringem Aufwand eine einfach zu wartende Anwendung.;Transportation & Logistics;SBB;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";"Agile Methods;#Java EE";Information Systems;"CruiseControl;#Eclipse;#Hibernate;#Java EE;#J2SE;#Mantis;#UML";02.10.2009;;"ubr; pa";pn_541_d_integration_modell_zrh.pdf;c10843;Martin, Elisabeth;17.06.2010 15:11;Item;services/bd/pn/Project Notes published
540;Erfolgreiche Integration zweier Unternehmensmarken;Gestraffte Organisationsstrukturen, optimierte Prozesse und stÑrkere Marktausrichtung: ZÅhlke schlÑgt die ZusammenfÅhrung zweier Corporate Brands eines Unternehmens fÅr Logistiklîsungen vor, damit die RentabilitÑt verbessert wird.  ;Transportation & Logistics;Kardex;"Product Innovation;#Management Consulting";"Consulting;#__ Organisation development;#__ Business Process Management";;Innovation Management;;01.09.2009;;srb;pn_540_d_bereichsintegration_zrh.pdf;c12034;Martin, Elisabeth;25.01.2011 11:34;Item;services/bd/pn/Project Notes published
539;PÅnktlich nach SÅdafrika mit ZEUS Airport Management;ACSA als Betreiber der gro·en FlughÑfen in SÅdafrika will die AblÑufe optimieren und so die PÅnktlichkeit verbessern. Dabei punktet eine Mannschaft aus der Schweiz mit der modernen Airport Management Lîsung ZEUS.;Transportation & Logistics;NeuroPie;Software Solutions;"Development;#_ Software solutions;#__ Development support";".NET;#Web Services";Information Systems;"ADO;#C#;#IIS;#MS .NET Framework;#Patterns;#RUP;#SOAP;#UML;#Windows;#XML;#WPF;  Team Foundation Server Infragistics";14.08.2009;;"ror; jab";pn_539_d_flughafen-infosystem_zrh.pdf;;Martin, Elisabeth;20.09.2010 10:56;Item;services/bd/pn/Project Notes published
538;Testmanagement fÅr Bahn-Dispositionssystem;Die SBB nimmt erfolgreich und termingerecht ein neues Dispositionssystem in Betrieb. In diesem umfangreichen Projekt Åbernimmt ZÅhlke das Testmanagement und trÑgt damit zu der erreichten hohen SoftwarequalitÑt bei.;Transportation & Logistics;SBB;Software Solutions;"Consulting;#_ Methodology;#__ Software-Testing";"Java EE;#Real-Time and Embedded Software";Information Systems;"Eclipse;#Hibernate;#IBM Websphere;#J2SE;#Linux;#Oracle;#RUP;#SOAP;#UML;#Hudson; TIBCO RV; COHERENCE";06.07.2009;;hsp;pn_538_d_testmanagement_rail_zrh.pdf;c10495;Martin, Elisabeth;17.06.2010 15:12;Item;services/bd/pn/Project Notes published
537;Business Transformation fÅr nachhaltiges Wachstum;Business Transformation: bekannte GeschÑftsfelder verlassen, eingefahrene Prozesse neu definieren und Strukturen verÑndern. Der Einsatz eines ZÅhlke Consulting-Teams bringt neue Impulse in ein Maschinenbau-Unternehmen.;Devices & Apparatus;Komax;"Product Innovation;#Management Consulting";"Consulting;#__ Organisation development;#__ Business Process Management";;Innovation Management;;01.07.2009;;drr;pn_537_d_business-transformation_zrh.pdf;;Martin, Elisabeth;25.01.2011 11:26;Item;services/bd/pn/Project Notes published
536;Innovative Mikrofon-Software fÅr besseres Hîren;Ein internationaler HîrgerÑtehersteller ergÑnzt seine SendegerÑte-Plattform fÅr den Unterricht um ein innovatives Zusatzmikrofon. ZÅhlke entwickelt mit neuester Entwicklungstechnologie die Software dafÅr.;Medical & Laboratory Devices;Phonak;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support";Real-Time and Embedded Software;Embedded Systems;"C++;#Eclipse;#Rhapsody;#Sciopta RIOS; ARM9;";01.09.2009;;dst, aem;pn_536_d_mikrofon-software_zrh.pdf;c11091;Martin, Elisabeth;13.07.2010 14:31;Item;services/bd/pn/Project Notes published
535;Standortoptimierung fÅr globale Softwareentwicklung;"Der weltweit tÑtige Elektronikkonzern Philips stÑrkt seine Software-Abteilungen: Know-how, Produkte und Standorte werden besser aufeinander abgestimmt.
DafÅr bÅrgt die Neugruppierung der Einheiten.";Devices & Apparatus;Philips;"Product Innovation;#Management Consulting";"Consulting;#_ Management Consulting";;Innovation Management;;15.06.2009;;rpm;pn_535_d_standortoptimierung-sw_zrh.pdf;P2249/C10367;Martin, Elisabeth;25.01.2011 11:14;Item;services/bd/pn/Project Notes published
534;Produktdaten mit PDM-System fÅr alle Prozesse gezielt nutzbar;Ein umfangreiches PDM-System ermîglicht allen Nutzern in der Firmengruppe, Produktdaten und -dokumente kontrolliert zu verwenden. ZÅhlke Åberarbeitet die Prozesse und entwickelt das Konzept entlang der gesamten Prozesskette.;Measuring, Steering & Control;Sauter;"Product Innovation;#Management Consulting";"Consulting;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture";;"PDM / PLM;#Innovation Management;#Information Management";;30.06.2009;;rpm;pn_534_d_pdm-system_zrh.pdf;P.2211;Martin, Elisabeth;17.06.2010 15:15;Item;services/bd/pn/Project Notes published
